;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;<---------------------------Produktion----------------------->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tid;Total förbrukning;Vindkraft;Vattenkraft;Kärnkraft;Övr.värmekraft;Ospec. prod.;Solkraft;Energilager;Total produktion;Import/export;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 0:00;-10971,73;3414,56;7221,90;4388,85;209,63;22,19;1,72;0,00;15258,86;-4287,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 1:00;-10847,47;3522,90;7037,20;4388,04;202,24;16,45;1,19;0,10;15168,13;-4320,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 2:00;-10768,52;3540,45;6965,12;4386,45;201,20;17,64;1,29;0,00;15112,15;-4343,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 3:00;-10840,54;3763,81;6888,85;4385,67;198,33;13,32;1,36;0,09;15251,43;-4410,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 4:00;-10968,89;3790,42;7010,66;4285,01;186,97;12,74;1,47;0,09;15287,37;-4318,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 5:00;-11146,55;3776,68;7306,27;4145,90;182,85;7,68;3,59;0,00;15422,98;-4276,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 6:00;-11428,16;3565,83;7604,55;4144,40;183,81;8,98;90,37;0,10;15598,04;-4169,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 7:00;-11750,91;2818,43;8201,65;4143,96;180,03;20,93;424,80;0,00;15789,80;-4038,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 8:00;-11871,74;1811,16;8813,80;4143,66;177,42;16,53;929,74;0,10;15892,41;-4020,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 9:00;-11883,77;1266,00;8786,98;4143,94;180,26;8,38;1463,49;0,00;15849,06;-3965,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 10:00;-11768,11;1353,06;7600,74;4143,35;173,84;12,87;1869,87;0,05;15153,77;-3385,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 11:00;-11569,05;1315,45;5566,84;4141,47;176,00;10,43;2070,12;0,04;13280,36;-1711,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 12:00;-11432,30;1258,03;4913,57;4140,71;179,30;15,08;2061,42;0,00;12568,11;-1135,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 13:00;-11250,78;1348,37;4826,32;4138,89;182,86;19,54;1892,37;0,09;12408,44;-1157,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 14:00;-11262,07;1425,41;5550,06;4141,26;190,47;29,38;1530,42;0,00;12867,00;-1605,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 15:00;-11452,30;1350,84;7268,59;4141,22;190,66;13,39;995,60;0,10;13960,39;-2508,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 16:00;-11897,57;1273,34;8776,95;4140,78;200,52;17,36;441,10;0,00;14850,05;-2952,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 17:00;-12252,14;1224,01;9351,70;4140,35;196,64;11,24;75,13;0,10;14999,17;-2747,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 18:00;-12527,94;1661,30;9462,49;4140,83;203,12;13,00;4,68;0,00;15485,43;-2957,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 19:00;-12613,08;1973,73;9295,90;4139,55;202,98;18,07;2,88;0,10;15633,21;-3020,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 20:00;-12230,69;1999,03;9115,78;4139,53;207,23;25,29;3,31;0,00;15490,18;-3259,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 21:00;-11793,84;2017,65;8809,98;4139,65;209,20;18,12;1,97;0,10;15196,67;-3402,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 22:00;-11468,42;2043,47;8568,28;4140,78;214,52;15,74;2,21;0,00;14985,01;-3516,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9.2024 23:00;-11163,35;1969,74;8493,36;4138,49;221,94;15,82;1,69;0,10;14841,14;-3677,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 0:00;-11004,81;2001,18;8238,80;4138,07;221,25;13,84;1,55;0,00;14614,69;-3609,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 1:00;-10962,93;2005,75;8252,14;4138,51;220,26;22,69;1,59;0,00;14640,93;-3678,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 2:00;-10968,56;2029,14;8349,15;4137,12;222,17;19,99;2,70;0,00;14760,26;-3791,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 3:00;-10915,58;1952,97;8386,80;4136,53;225,87;28,91;4,20;0,00;14735,28;-3819,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 4:00;-11076,85;2014,26;8372,27;4135,74;221,52;10,06;1,78;0,00;14755,62;-3678,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 5:00;-11322,58;2124,10;8514,69;4134,93;215,64;7,03;3,99;0,00;15000,39;-3677,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 6:00;-11550,15;2200,17;8631,27;4135,16;212,60;7,92;83,68;0,00;15270,80;-3720,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 7:00;-11802,61;1998,65;8800,75;4135,08;219,97;15,97;389,43;0,00;15559,84;-3757,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 8:00;-11914,51;1512,89;8895,14;4135,17;228,96;13,22;842,23;0,00;15627,61;-3713,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 9:00;-11894,77;1205,33;7955,98;4134,53;231,01;8,20;1327,23;0,01;14862,30;-2967,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 10:00;-11833,57;1226,00;6548,37;4127,87;230,84;10,35;1698,94;0,00;13842,38;-2008,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 11:00;-11779,60;1283,34;5943,42;4122,19;229,95;11,01;1909,09;0,00;13498,99;-1719,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 12:00;-11645,89;1273,63;5433,43;4123,08;225,90;10,83;1936,80;0,00;13003,66;-1358,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 13:00;-11615,64;1310,29;5871,26;4124,21;227,17;18,81;1757,66;0,15;13309,55;-1694,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 14:00;-11605,77;1361,48;7363,77;4125,81;225,44;6,55;1374,05;0,00;14457,09;-2851,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 15:00;-11968,26;1488,43;8950,05;4127,77;220,45;11,11;864,41;0,01;15662,22;-3693,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 16:00;-12512,66;1454,69;9546,17;4125,16;215,79;9,47;366,62;0,00;15717,90;-3205,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 17:00;-12965,37;1709,94;9568,18;4123,90;217,94;4,11;66,14;0,00;15690,21;-2725,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 18:00;-13470,57;2633,77;9613,13;4123,41;218,99;5,51;3,78;0,00;16598,59;-3128,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 19:00;-13450,82;3204,25;9501,61;4124,08;214,03;6,63;2,12;0,00;17052,72;-3601,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 20:00;-12907,49;3418,22;9206,63;4124,83;216,84;6,60;2,97;0,00;16976,09;-4068,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 21:00;-12313,15;3465,95;8827,41;4125,48;213,94;6,84;1,90;0,00;16641,51;-4328,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 22:00;-11737,06;3276,53;8461,34;4172,45;209,46;6,57;2,12;0,00;16128,48;-4391,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9.2024 23:00;-11307,48;3136,06;7819,22;4277,26;209,66;10,06;2,32;0,00;15454,58;-4147,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 0:00;-11273,77;3021,24;7590,36;4352,97;210,33;4,50;2,08;0,00;15181,48;-3908,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 1:00;-11168,24;2857,57;7485,31;4426,29;215,16;3,71;1,35;0,00;14989,39;-3821,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 2:00;-11132,67;2629,96;7499,27;4475,30;213,69;6,82;1,51;0,00;14826,54;-3693,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 3:00;-11290,44;2268,85;7576,51;4475,80;223,24;14,07;1,40;0,00;14559,88;-3269,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 4:00;-11961,54;2111,52;8051,32;4475,74;230,82;8,48;1,65;0,00;14879,52;-2918,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 5:00;-13308,52;2146,36;8921,84;4475,88;239,29;7,97;2,97;0,00;15794,31;-2486,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 6:00;-14436,44;2129,92;9280,46;4477,64;249,00;10,13;43,63;0,00;16190,79;-1754,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 7:00;-14620,19;2085,42;9130,02;4516,01;257,57;12,56;221,55;0,14;16223,28;-1603,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 8:00;-14313,04;1713,15;9066,88;4566,65;270,66;7,16;460,68;0,07;16085,25;-1772,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 9:00;-14106,76;1148,12;9183,84;4572,92;284,33;10,54;720,33;0,00;15920,09;-1813,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 10:00;-13936,22;955,96;9293,54;4573,51;280,59;7,36;919,00;0,00;16029,96;-2093,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 11:00;-13864,52;851,29;9219,19;4590,45;279,36;8,23;936,52;0,00;15885,03;-2020,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 12:00;-13742,37;897,02;8885,07;4616,82;280,13;9,38;858,31;0,00;15546,72;-1804,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 13:00;-13726,63;935,46;9009,95;4614,64;287,25;20,95;717,41;0,01;15585,68;-1859,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 14:00;-13817,03;1047,95;9121,31;4613,76;293,37;3,30;490,13;0,00;15569,83;-1754,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 15:00;-13795,97;1078,00;9172,44;4614,78;295,17;6,29;269,69;0,00;15436,38;-1641,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 16:00;-14021,37;1176,16;9178,44;4615,53;295,37;11,63;145,55;0,00;15422,68;-1403,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 17:00;-14124,94;1450,17;8943,48;4616,23;307,02;8,54;39,28;0,00;15364,73;-1242,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 18:00;-14295,34;1524,37;8911,81;4619,11;309,12;12,17;4,21;0,00;15380,78;-1088,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 19:00;-14044,97;1636,72;8780,78;4634,66;291,54;4,07;2,28;0,00;15350,06;-1306,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 20:00;-13343,77;1613,22;8567,23;4658,89;252,10;3,82;2,74;0,00;15098,00;-1754,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 21:00;-12515,88;1381,43;8106,33;4658,95;236,94;7,14;2,82;0,00;14393,61;-1878,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 22:00;-11813,27;1353,97;7571,51;4656,92;235,29;4,77;2,73;0,00;13825,18;-2012,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.9.2024 23:00;-11300,98;1475,84;7707,06;4656,01;233,15;6,15;1,75;0,00;14079,96;-2779,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 0:00;-11073,53;1357,12;7473,24;4653,99;232,35;7,56;2,67;0,00;13726,93;-2653,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 1:00;-10938,29;1535,94;7178,39;4655,30;232,97;5,42;1,62;0,00;13609,65;-2671,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 2:00;-10939,66;1649,34;7145,43;4656,81;230,82;6,50;1,60;0,00;13690,49;-2750,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 3:00;-11010,11;1709,19;7088,56;4655,51;236,64;15,72;2,26;0,01;13707,89;-2697,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 4:00;-11651,70;1749,99;7710,00;4653,43;239,57;6,09;1,74;0,03;14360,85;-2709,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 5:00;-13054,57;1739,76;8570,30;4652,78;252,65;12,06;2,86;0,00;15230,42;-2175,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 6:00;-14048,19;1860,00;8891,99;4651,89;251,69;3,86;39,03;0,00;15698,47;-1650,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 7:00;-14207,23;1788,30;9156,50;4646,70;260,40;4,37;203,06;0,00;16059,34;-1852,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 8:00;-14010,81;1418,71;9005,45;4647,32;269,73;7,76;482,63;0,00;15831,59;-1821,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 9:00;-13917,12;924,52;8896,21;4649,95;252,48;6,50;806,64;0,00;15536,30;-1620,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 10:00;-13830,77;824,95;8983,90;4651,36;241,06;5,05;1074,23;0,00;15780,55;-1950,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 11:00;-13696,89;1019,64;8850,13;4673,21;232,96;8,74;1200,61;0,00;15985,29;-2289,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 12:00;-13573,66;1051,17;8725,85;4705,39;221,51;4,16;1163,67;0,00;15871,77;-2298,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 13:00;-13381,76;1072,75;8378,98;4739,19;218,46;9,57;958,37;0,00;15377,32;-1996,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 14:00;-13437,48;1167,63;8640,22;4778,54;219,16;22,88;693,80;0,00;15522,25;-2085,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 15:00;-13476,62;1045,48;8910,62;4814,55;225,94;10,10;416,42;0,00;15423,11;-1947,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 16:00;-13680,09;813,36;8985,06;4846,67;243,88;2,60;162,68;0,00;15054,26;-1375,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 17:00;-13478,68;936,24;8927,52;4872,51;257,75;1,57;32,99;0,05;15028,62;-1550,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 18:00;-13664,69;1365,99;8729,38;4879,50;261,81;4,51;6,39;0,18;15247,75;-1583,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 19:00;-13684,07;2111,72;8535,74;4878,38;251,31;5,52;2,96;0,00;15785,63;-2101,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 20:00;-13091,82;3131,92;7941,96;4878,15;234,30;3,55;3,31;0,00;16193,19;-3101,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 21:00;-12402,15;3864,45;7101,68;4880,07;218,22;11,26;2,03;0,00;16077,72;-3675,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 22:00;-11736,79;4394,29;6447,48;4880,62;188,41;22,24;2,66;0,02;15935,72;-4198,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.9.2024 23:00;-11280,09;4749,96;5857,31;4881,67;175,71;9,63;2,09;0,00;15676,38;-4396,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.9.2024 0:00;-11020,94;4694,20;5525,10;4901,55;188,52;7,31;1,75;0,00;15318,45;-4335,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.9.2024 1:00;-10975,91;4771,75;5355,04;4931,28;192,52;5,11;1,43;0,00;15257,12;-4319,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.9.2024 2:00;-11108,54;4903,08;5258,36;4961,42;190,78;5,19;1,50;0,00;15320,33;-4250,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.9.2024 3:00;-11215,27;5100,02;5232,64;4989,74;192,45;8,07;1,72;0,00;15524,64;-4350,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.9.2024 4:00;-11730,17;5294,79;5442,75;5018,19;199,15;5,20;1,55;0,00;15961,64;-4277,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
